ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,Sources,alt_translation1
XV000503,kgv,Kai me keit owatko.,,,There is firewood up there.,,,,SN000798,Fajaria Yarkuran,Kayu bakar itu di atas sana.
XV000504,kgv,Keitar me kalis ur.,,,The day before yesterday it rained.,,,,SN000799,Fajaria Yarkuran,Kemarin dulu itu hujan turun.
XV000505,kgv,An se sor met disara keitko.,,,I put the fish up there.,,,,SN000801,Fajaria Yarkuran,Saya su taru ikan itu di atas.
XV000506,kgv,Tumtum sara rorkeitko.,,,The kids climbed to the top of the tree.,,,,SN000802,Fajaria Yarkuran,Anak-anak naik di atas pohon.
XV000507,kgv,An keitpisia min.,,,I sleep with my face up (i.e. on my back).,,,,SN000803,Fajaria Yarkuran,Saya tidur muka di atas.
XV000508,kgv,Ma keleng nenenun mambon.,,,He has hair in his armpit.,,,,SN000805,Fajaria Yarkuran,Dia punya bulu ketiak ada.
XV000509,kgv,Gustami me kelkem.,,,Gustami is stubborn.,,,,SN000809,Fajaria Yarkuran,Gustami itu nakal.
XV000510,kgv,Kelkam elauna patin.,,,The earlobe is wounded.,,,,SN000810,Fajaria Yarkuran,Capung telinga yang luka.
XV000511,kgv,Saputra me kelkam taun me temun.,,,Saputra has big ears.,,,,SN000811,Fajaria Yarkuran,Saputra itu dia pu daun telinga besar.
XV000512,kgv,Aya Tok me pi mat gerkeret me kelkamun toktok.,,,"Aya Tok, if we as him, he's deaf.",,,,SN000812,Fajaria Yarkuran,Aya Tok itu kitorang tanya dia itu tuli.
XV000513,kgv,Alif me kelkam posun ning.,,,Alif has earache.,,,,SN000813,Fajaria Yarkuran,Alif itu dia pu lubang telinga sakit.
XV000514,kgv,An keluan ma toni sor saerak.,,,I heard him say there is no fish.,,,,SN000814,Fajaria Yarkuran,Saya dengar dia bilang ikan tidak ada.
XV000515,kgv,Keluer warkin kararakte ma gare.,,,If it's low tide the crab crawls.,,,,SN000816,Fajaria Yarkuran,Kepiting meti kering dia meraya.
XV000516,kgv,Kemana me kapubaten giarten.,,,Kaimana is a new regency.,,,,SN000817,Fajaria Yarkuran,Kaimana itu kabupaten baru.
XV000517,kgv,Kemanurpak me pi Pakpaka boet me ureren.,,,If we go to Fakfak in west wind season there are big waves.,,,,SN000820,Fajaria Yarkuran,Musim barat itu pi di kota itu ombak.
XV000518,kgv,Rustam taraun toni kadenun kememe.,,,Rustam's grandmother said she has a weak body.,,,,SN000821,Fajaria Yarkuran,Rustam punya nenek bilang dia pu badan lemah.
XV000519,kgv,Suo me kene arkon metko.,,,At Suo is a kene tree.,,,,SN000822,Fajaria Yarkuran,Di Suo itu ada satu pohon kanawa.
XV000520,kgv,Kerar me leng wilaun me reidak.,,,There are many turtles infront of the village.,,,,SN000824,Fajaria Yarkuran,Penyu itu di muka kampung banyak.
XV000521,kgv,"Yuon sarara, kerkap.",,,"The sun comes up, it's red.",,,,SN000825,Fajaria Yarkuran,Matahari naik la merah.
XV000522,kgv,Kerker aremun kon Masko.,,,There is a big kerker tree at Mas.,,,,SN000826,Fajaria Yarkuran,Pohon kobalet satu pohon di Mas.
XV000523,kgv,Lampur kewe ma me leng kerunggo.,,,The electricity building is above the village.,,,,SN000828,Fajaria Yarkuran,Rumah lampu itu di atas kampung.
XV000524,kgv,Safril esun me - an mat gongunget me ketan.,,,Safril's father - I call him parent in law.,,,,SN000829,Fajaria Yarkuran,Safril pu bapak - saya panggil dia mantu.
XV000525,kgv,Dela mu Pakpakara ketelesjie.,,,Dela and family bought maize from Fakfak.,,,,SN000830,Fajaria Yarkuran,Dela dorang beli jaung dari kota.
XV000526,kgv,Wise me mu kewara sabur.,,,"Before, they wore loin cloths.",,,,SN000832,Fajaria Yarkuran,Dulu dorang pakai cawat.
XV000527,kgv,Kewe me he rouk.,,,The house has collapsed.,,,,SN000833,Fajaria Yarkuran,Rumah itu sudah jatuh
XV000528,kgv,Mu bo kewe padenwuorma reba.,,,They go cut house posts.,,,,SN000834,Fajaria Yarkuran,Dorang pigi tebang tiang rumah.
XV000529,kgv,Ki tamanggara bot?,,,Where are you going?,,,,SN000835,Fajaria Yarkuran,Kamong pigi di mana?
XV000530,kgv,Desili koyet an koi panggutki tenaunat tawara.,desil\t=i\tkoyet\tan\tkoi\tpanggut\t=ki\ttenaun\t=at\ttawara\t.,plane\t=PLNK\tfinish\t1SG\tagain\twood tool\t=INS\tkeel\t=OBJ\tchop\t,"After planing, I use the panggut to chop the keel.",,,,SN000836,narr42 56.1,"Desil habis, saya pakai panggut cincang dia pu lunas."
XV000531,kgv,Ma kiaun temuna luk.,,,His elder brother (or her elder sister) came.,,,,SN000838,Fajaria Yarkuran,Dia pu kakak tua datang.
XV000532,kgv,Kiaran se luk.,,,My wife has come.,,,,SN000840,Fajaria Yarkuran,Saya pu istri su datang.
XV000533,kgv,Ka kiar kolakara era?,,,Did your wife go up the mountain?,,,,SN000841,Fajaria Yarkuran,Kamu punya istri naik di gunung?
XV000534,kgv,Kiarca he luk.,,,Your wife has arrived.,,,,SN000842,Fajaria Yarkuran,Kamu punya istri su datang.
XV000535,kgv,An sanggara ba kibi saerak.,,,I looked but there were no sea cucumbers.,,,,SN000843,Fajaria Yarkuran,Saya cari tapi teripang tidak ada.
XV000536,kgv,Kibibal saerak.,,,There are no weight watchers.,,,,SN000845,Fajaria Yarkuran,Tidak ada teripang gosok.
XV000537,kgv,Kibis me yar.,,,At the mainland there are stones.,,,,SN000846,Fajaria Yarkuran,Di darat itu batu.
XV000538,kgv,"Go lalang, pi kieun elaunggo melelu ur jiejie.",,,"It's hot, we go look for wind in the shade.",,,,SN000848,Fajaria Yarkuran,"Panas, kita duduk cari angin di bawa bayangan."
XV000539,kgv,An kiekterara koni kona.,,,I see a shadow.,,,,SN000849,Fajaria Yarkuran,Saya lihat satu bayangan.
XV000540,kgv,Alun mu kielmarok teba.,,,Alun and his friends are catching prawns.,,,,SN000850,Fajaria Yarkuran,Alun dong bual udang lagi.
XV000541,kgv,Wie kielun ma me temun.,,,That mango root is big.,,,,SN000854,Fajaria Yarkuran,Akar mangga itu besar.
XV000542,kgv,Kiem ma me se ten.,,,That basket is old.,,,,SN000855,Fajaria Yarkuran,Keranjang itu sudah rusak.
XV000543,kgv,An Buranat kiempanait pitisat.,,,I send money to Burhan.,,,,SN000857,Fajaria Yarkuran,Saya kirim Burhan uang.
XV000544,kgv,Kier tamanggara botkin?,,,Where are you two going?,,,,SN000860,Fajaria Yarkuran,Kamong dua mau pi di mana?
XV000545,kgv,Wat arkon ma me kier metko.,,,In that coconut there is a wasp.,,,,SN000861,Fajaria Yarkuran,Pohon kelapa satu itu ada tewon.
XV000546,kgv,Abdula esun mu etkies teba.,,,Abdula's father and family are carving a canoe.,,,,SN000863,Fajaria Yarkuran,Abdula bapak dorang cincang perahu.
XV000547,kgv,Nina kacang gorengkies teba.,,,Grandmother is packaging fried peanuts.,,,,SN000864,Fajaria Yarkuran,Nenek bungkus kacang goreng.
XV000548,kgv,Ramina emun pasa baranggapkies.,,,Ramina's mother is wrapping yellow rice.,,,,SN000864,Fajaria Yarkuran,Ramina pu mama bungkus nasi kuning.
XV000549,kgv,Wer me kies koladok me reidak.,,,At Wer there are many Colocassia's.,,,,SN000868,Fajaria Yarkuran,Wer itu keladi hutan itu banyak.
XV000550,kgv,Bal kiet me Kiaba me reidak.,,,There is a lot of dog poop at Kiaba.,,,,SN000871,Fajaria Yarkuran,Tahi anjing di Kiaba itu banyak.
XV000551,kgv,Som yumene me kietpaun ning.,,,That person has an ill large intestine.,,,,SN000873,Fajaria Yarkuran,Orang itu dia punya usus besar sakit.
XV000552,kgv,Ma kietpoun gawarunǃ,,,His fart stinks!,,,,SN000874,Fajaria Yarkuran,Dia pu kentut bau!
XV000553,kgv,Madi se kieun mat mamun.,,,Madi's wife left him.,,,,SN000875,Fajaria Yarkuran,Madi dia pu istri sudah kasi tinggal dia.
XV000554,kgv,Dela esun se koi kion. Kieun caun Tuti emun.,,,Dela's father married again. His second wife is Tuti's mother.,,,,SN000876,Fajaria Yarkuran,Dela pu bapak sudah kawin lagi. Dia pu istri kedua Tuti pu mama.
XV000555,kgv,Kilibobang me Masko reidak.,,,There are many butterflyfish at Mas.,,,,SN000878,Fajaria Yarkuran,Ikan hias di Mas itu banyak.
XV000556,kgv,Wat kin reidak.,,,We have many coconuts.,,,,SN000879,Fajaria Yarkuran,Kamorang punya kelapa banyak.
XV000557,kgv,In muap Tami mukin keweo.,in\tmuap\tTami\tmu\t=kin\tkewe\t-o\t.,1PL.EX\teat\t\t3PL\t=poss\thouse\tLOC\t,We eat at Tami's.,,,,SN000880,Fajaria Yarkuran,Kita makan di rumah Tami dong.
XV000558,kgv,Et sabarkin.,et\tsabar\t=kin\t.,canoe\tfront (of a boat)\t=pw\t,The front of the canoe.,,,,SN000881,Fajaria Yarkuran,Perahu punya depan.
XV000559,kgv,An kona ma rouin deba.,an\tkona\tma\trou\t-in\tdeba\t.,1SG\tthink\t3SG\tfall over\tVOL\tPROG\t,I think he is falling over.,,,,SN000882,stim4 92.1,Saya kira dia mau jatuh.
XV000560,kgv,Wiseme Ayah Ludin esun kinggir Kamburga bara.,,,"Before, Ayah Ludin's father sailed to Kambur.",,,,SN000885,Fajaria Yarkuran,Dulu itu Ayah Ludin pu bapak berlayar turun di kebun.
XV000561,kgv,Sakina emun yongsongat bisa kinkin.,,,Sakina's mother can sail a motor boat.,,,,SN000886,Fajaria Yarkuran,Sakina pu mama bisa pegang jonson.
XV000562,kgv,Bobi emun kokoun reidak ba tok kinkinun.,,,"Bobi's mother has many chickens, but they are still small.",,,,SN000888,Fajaria Yarkuran,Bobi pu mama dia punya ayam banyak tapi masih kecil.
XV000563,kgv,Kinkinun opa me he sararet.,,,That small one already went up.,,,,SN000889,Fajaria Yarkuran,Yang kecil tadi su naik.
XV000564,kgv,Mayor Makassarkoa kion.,,,Mayor married at Makassar.,,,,SN000890,Fajaria Yarkuran,Mayor kawin dia Makassar.
XV000565,kgv,Kip Unyil kokounat kokarap.,,,A snake circles Unyil's chicken.,,,,SN000892,Fajaria Yarkuran,Ular lingkar Unyil dong pu ayam.
XV000566,kgv,An sor sira ba kipkip reidak.,,,I am salting fish but there are many larvae.,,,,SN000893,Fajaria Yarkuran,Saya garam ikan tapi ulat banyak.
XV000567,kgv,Om Nostal me kir.,,,Uncle Nostal is greedy.,,,,SN000894,Fajaria Yarkuran,Om Nostal itu sikakar.
XV000568,kgv,Davit emun watkir.,,,Davit's mother is grating coconut.,,,,SN000895,Fajaria Yarkuran,Davit pu mama parut kelapa.
XV000569,kgv,Bal yumene kirkangkangunsaet.,,,That dog is all skin and bones.,,,,SN000901,Fajaria Yarkuran,Anjing itu punya tulang rusuk saja.
XV000570,kgv,Binkur esun kirun ning.,,,Binkur's father's flank hurts.,,,,SN000902,Fajaria Yarkuran,Binkur pu bapak dia pu rusuk sakit.
XV000571,kgv,"Kisileng se bo barsi, eba welenggap.",,,"The sky is brightening, then it will be blue.",,,,SN000903,Fajaria Yarkuran,"Langit su mau bersih, baru biru lagi."
XV000572,kgv,Mier waranggeit koar teba.,mier\twaranggeit\tko=\tar\t=teba\t.,3DU\tk.o.coral\tAPPL=\tdive\t=PROG\t,They two are diving for red cluster whip.,,,,SN000905,conv9 248.1,Dorang dua molo akar baha.
XV000573,kgv,Ma Tanggorko.,ma\tTanggor\t=ko\t.,3SG\tTanggor\t=LOC\t,He was at Tanggor.,,,,SN000907,narr17 12.1,Dia di Tanggor.
XV000574,kgv,Rustam taraun anat salai koalom.,,,Rustam's grandmother spit on me by accident.,,,,SN000908,Fajaria Yarkuran,Rustam pu nenek dia salah ludah saya.
XV000575,kgv,Sikan ma me pang met kobelen.,,,The cat licked that pan.,,,,SN000909,Fajaria Yarkuran,Kucing itu sudah jilat pang itu.
XV000576,kgv,"Abdula emun mu borara, in epka, muat kobes.",,,"Abdula's mother and family went in the front, we in the back, (but) we reached them.",,,,SN000910,Fajaria Yarkuran,"Abdula pu mama dorang duluan, kita dari belakang, tapi kitorang sampai lewat dorang."
XV000577,kgv,"Rifai emun me tumunun kodak, Rifai mautak.",,,"Rifai's mother has only one child, Rifai alone.",,,,SN000913,Fajaria Yarkuran,"Rifai pu mama itu dia pu anak satu, Rifai sendiri."
XV000578,kgv,Inier Bakri emunbon muapta an koi kodertaet.,,,"Me and Bakri's mother were eating, I added again.",,,,SN000914,Fajaria Yarkuran,"Kita dua dengan Bakri pu mama makan, saya tamba lagi."
XV000579,kgv,Mei Bakri esunat kodi.,,,Mei called Bakri's father.,,,,SN000915,Fajaria Yarkuran,Mei dia panggil Bakri pu bapak.
XV000580,kgv,Tumun yumene don penpenara keecuan.,,,That child is crying for candy.,,,,SN000916,Fajaria Yarkuran,Anak itu menangis gula-gula.
XV000581,kgv,Mena tagurpaet me koep se bo lele.,,,When it's east wind season the ashes fly off.,,,,SN000917,Fajaria Yarkuran,Nanti musim timur itu debu sampai terbang.
XV000582,kgv,Tumtum Sakina mu pasaromunat parua mu muat koewat.,,,"The childen are picking Sakina's family's ambarella's, they are angry at them.",,,,SN000918,Fajaria Yarkuran,"Anak-anak dong petik Sakina dong pu kandodong, dong marah dong."
XV000583,kgv,Bobi emunbon Kiba emunbon mu melalu kofirna.,,,Bobi's mother and Kiba's mother sit drinking coffee.,,,,SN000919,Fajaria Yarkuran,Bobi pu mama dengan Kiba pu mama dorang duduk minum kopi.
XV000584,kgv,An kier yuara kokiem.,,,I'm running away from this wasp.,,,,SN000925,Fajaria Yarkuran,Saya lari dari tawon ini.
XV000585,kgv,Unyil esun korun neingda kaiat kokis.,,,"Unyil's father's foot is hurt, he wraped it.",,,,SN000926,Fajaria Yarkuran,Unyil pu bapak pu kaki sakit dia bungkus.
XV000586,kgv,Kalis urta pi lenggonat komera kokir.,,,When it rains we can see the other island close-by.,,,,SN000927,Fajaria Yarkuran,Hujan turun kitong lihat Pulau Faor dekat.
XV000587,kgv,Kokoak kapuk pusunara na.,,,The helmeted friarbird eats from the kapok flower.,,,,SN000928,Fajaria Yarkuran,Burung madu isap bunga kapok.
XV000588,kgv,Rustam mu kokok iriskapten me reidak.,,,Rustam and his family have many white chickens.,,,,SN000929,Fajaria Yarkuran,Rustam dorang itu ayam putih banyak.
XV000589,kgv,Sara me kokok narun sanggare kai waruotkin.,,,Sara is looking for a chicken egg to make medicine.,,,,SN000931,Fajaria Yarkuran,Sara dia cari telur ayam mau bikin obat.
XV000590,kgv,"Alun esun mu wat parinunat yapta, tok kokour.",,,"Alun's father and family are dividing the coconut revenue, but it's not enough.",,,,SN000932,Fajaria Yarkuran,"Alun pu bapak dong bagi dong pu harga kelapa, masih kurang."
XV000591,kgv,Tuti mu bo keleka ra sayangsara.,,,Tuti and family go to the mountain to harvest nutmeg.,,,,SN000934,Fajaria Yarkuran,Tuti dorang pi di gunung panjat pala.
XV000592,kgv,Nadia esun mu bo kolak owatkoa etkies.,,,Nadia's father and family go to the mainland overther to cut a canoe.,,,,SN000934,Fajaria Yarkuran,Nadia pu bapak dong pi potong perahu di hutan sana.
XV000593,kgv,Rumasakitka mu kolambuat yap.,,,They hand out mosquito nets from the hospital.,,,,SN000935,Fajaria Yarkuran,Dari rumah sakit dong bagi kolambu.
XV000594,kgv,Ma me sontum kolet.,,,He is a stranger.,,,,SN000936,Fajaria Yarkuran,Dia orang dari luar.
XV000595,kgv,Ma sontum kolgara luk.,,,She came from outside.,,,,SN000937,Fajaria Yarkuran,Dia orang datang dari luar.
XV000596,kgv,Manadu gierun ningda koliep rua.,,,"Manadu has a toothache, his cheek is swollen.",,,,SN000938,Fajaria Yarkuran,Manadu pu gigi sakit dia pu pipi bengkak.
XV000597,kgv,Davit emun me kolkiemun ning.,,,Davit's mother's thigh hurts.,,,,SN000940,Fajaria Yarkuran,Davit pu mama pu paha sakit.
XV000598,kgv,Bilal esun et me di kolko.,,,Bilal's father is putting his canoe out.,,,,SN000942,Fajaria Yarkuran,Bilal pu bapak kasih keluar perahu.
XV000599,kgv,Bobi emun bo warta nikaun kolkol.,,,"Bobi's mother went fishing, her fishing line was entangled.",,,,SN000943,Fajaria Yarkuran,Bobi pu mama pigi pancing dia pu urat talingkar.
XV000600,kgv,Mama leba bo linggisrepte minggi paku koloin.,,,Uncle imam went to get a tool to pull out nails with.,,,,SN000945,Fajaria Yarkuran,Om imam pigi ambil linggis mau cabut paku.
XV000601,kgv,Nabil emun inier melalu ba ma namanghadawi kolpis.,,,Me and Nabil's mother sat chatting but she was facing another place.,,,,SN000947,Fajaria Yarkuran,Nabil pu mama kitong dua duduk tapi dia menghadap di tempat lain.
XV000602,kgv,Jikri mu bo warta koltenteng etkoni ramie.,,,Jikri and his friends went fishing and caught one koltengteng fish.,,,,SN000948,Fajaria Yarkuran,Jikri dorang pigi pancing dong hela ikan koltengteng satu ekor.
XV000603,kgv,Tami esun bo warta doromat koni koluk.,,,Tami's father went fishing and found a barrel.,,,,SN000950,Fajaria Yarkuran,Tami pu bapak pi pancing dia dapat dorom satu.
XV000604,kgv,Unyil mu didirasun balakangun me kom mambon.,,,At Unyil's family's back of the kitchen there is sugarcane.,,,,SN000951,Fajaria Yarkuran,Unyil dong pu belakang dapur itu ada tebu.
XV000605,kgv,"Camat mu lukta, in arep neko komahal.",,,"Camat and family came, we in the bay didn't know.",,,,SN000952,Fajaria Yarkuran,Camat dorang datang kitorang di kolam tidak tahu.
XV000606,kgv,In bo robaherkiemda Irjan esun kamelat etkoni komain.,,,"We went to bathe for robaher holiday, Irjan's father stabbed a stingray.",,,,SN000953,Fajaria Yarkuran,"Kita pigi mandi safar, Irjan pu bapak tikam ikan pari satu ekor."
XV000607,kgv,Kecaun dan lalangun komain.,,,Its kecap and its spicyness are just right.,,,,SN000953,conv15 26.1,Dia pu kecap dan pedis pas.
XV000608,kgv,Kalamang kokoat kinkinda ma koi komamun.,,,"Kalamang is holding a chicken, then he slips it.",,,,SN000954,Fajaria Yarkuran,Kalamang dia pegang ayam baru dia lepas lagi.
XV000609,kgv,Banda me komangun ning.,,,Banda has a sore throat.,,,,SN000955,Fajaria Yarkuran,Banda pu leher sakit.
XV000610,kgv,Nyong emun mu tok keweunat komanggangguop.,,,Nyong's mother and family are closing the roof of their house.,,,,SN000956,Fajaria Yarkuran,Nyong pu mama dong belum tutup dong pu rumah.
XV000611,kgv,Binkur esun komanggasirun ning.,,,Binkur's father neckbone hurts.,,,,SN000957,Fajaria Yarkuran,Binkur pu bapak dia pu leher sakit.
XV000612,kgv,Esnem desa mu amdirunat komaruk arepneko.,,,The village head's family are burning their garden inside the bay.,,,,SN000958,Fajaria Yarkuran,Bapak desa dorang bakar dorang pu kebun di kolam.
XV000613,kgv,Rustam taraun mu tong sangganunat komasasuk.,,,Rustam's grandmother and family closed the lid of the barrel.,,,,SN000960,Fajaria Yarkuran,Rustam pu nenek dong tutup dong pu penutup tong.
XV000614,kgv,"In melalu garungda, Bobi emun salai garungda, in mat komayeki.",,,"We sat chatting, Bobi's mother said something wrong, we laughed at her.",,,,SN000961,Fajaria Yarkuran,"Kita duduk cerita, Bobi pu mama salah cerita, kitong tertawa dia."
XV000615,kgv,Canam tumununat komet.,,,The man looks at his child.,,,,SN000962,Fajaria Yarkuran,Lakilaki lihat dia pu anak.
XV000616,kgv,Motor kon lukta Onin emun bo komet.,,,"A motor boat is coming, Onin's mother goes to look.",,,,SN000963,Fajaria Yarkuran,Motor satu datang Onin pu mama pigi lihat.
XV000617,kgv,Lampur belek met komelekte!,,,Go burn that lamp in a can!,,,,SN000964,Fajaria Yarkuran,Bakar lampu pelita itu!
XV000618,kgv,Nina Im taraun me kumiriun arkon Nina Tanggiunggo.,,,Im' s grandmother has one candlenut at Nina Tanggiun.,,,,SN000965,Fajaria Yarkuran,Im pu nenek itu dia punya kemiri satu pohon di Nina Tanggiun.
XV000619,kgv,An kiat misternin.,,,I don't have problems with them.,,,,SN000966,Fajaria Yarkuran,Saya tidak perduli kamorang.
XV000620,kgv,Mustafa esun amdirun Kamberarkadok me komkomur reidak.,,,Mustafa's father's garden at Kamberar has a lot of cucumbers.,,,,SN000967,Fajaria Yarkuran,Mustafa pu bapak pu kebun di Kamberar itu timur banyak.
XV000621,kgv,Salima esun mu fiberun kon.,,,Salima's father's family has one fibre boat.,,,,SN000969,Fajaria Yarkuran,Salima pu bapak dong punya fiber satu.
XV000622,kgv,Luasun me mungkin meter apkon.,luas\t-un\tme\tmungkin\tmeter\tap\t-kon\t.,wide\t NMLZ\tTOP\tmaybe\tmetre\tfive\tapproximately\t,Its width is maybe five metres.,,,,SN000970,narr46 65.1,Dia pu lebar mungkin lima meter.
XV000623,kgv,"Fiber eira metko, kon tama Dian taraunkin? Kon kerkapten.",,,"There are two fibre boats there, which one is Dian's grandfather's? The red one.",,,,SN000971,Fajaria Yarkuran,"Fiber dua yang di situ, satu mana Dian pu tete punya? Yang merah."
XV000624,kgv,An kona in baratnin.,,,I think we don't come down.,,,,SN000972,Fajaria Yarkuran,Saya kira kita tidak turun.
XV000625,kgv,Kiba esun kona motor kon metko war.,,,Kiba's father sees a motor boat fishing there.,,,,SN000973,Fajaria Yarkuran,Kiba bapak lihat motor satu pancing di situ.
XV000626,kgv,An weleanat mukonggo nawaruon.,,,I forgot my vegetables at their place.,,,,SN000976,Fajaria Yarkuran,Saya lupa saya pu sayur di dorang.
